age,gender,education,family,salary,working time,contract time,autonomy,intensity,interaction,meaningful,Declared satisfaction
46,W,Tertiary education,Single adult with children,1528,39.0,long term,13,8,4,8,2
37,W,No education completed,Couple without children,2416,42.0,long term,9,3,5,6,2
59,W,Primary or lower secondary education,Couple without children,1672,28.0,long term,15,9,5,9,2
68,M,Primary or lower secondary education,Other type of household without children,3174,30.0,long term,9,3,3,6,4
15,W,No education completed,Couple without children,1998,35.0,long term,10,10,4,8,1
56,M,Upper secondary or post-secondary education,Couple without children,1859,60.0,long term,9,3,3,7,4
30,M,Tertiary education,Other type of household with children,1105,10.0,short term,4,12,5,10,2
74,W,No education completed,Single adult with children,2458,37.0,long term,4,14,2,10,3
45,M,Tertiary education,Single adult with children,2928,37.0,long term,9,5,4,9,3
36,M,Primary or lower secondary education,Couple without children,1118,38.0,long term,7,6,5,9,2
37,M,Tertiary education,Couple without children,2095,39.0,long term,12,10,3,10,2
49,W,Tertiary education,Other type of household with children,1887,35.0,long term,12,11,5,10,2
64,M,Primary or lower secondary education,Other type of household with children,3277,40.0,long term,5,2,5,10,3
53,W,Tertiary education,Single adult without children,2264,30.0,long term,7,8,3,6,2
40,W,Primary or lower secondary education,Other type of household with children,1247,35.0,short term,13,14,5,9,2
46,W,Upper secondary or post-secondary education,Other type of household without children,1253,35.0,long term,7,6,1,10,2
74,W,Primary or lower secondary education,Couple with children,1289,25.0,long term,6,5,2,7,4
47,W,Upper secondary or post-secondary education,Couple with children,2588,40.0,long term,6,9,4,8,2
47,M,No education completed,Other type of household with children,892,43.0,short term,5,4,3,7,3
37,M,Upper secondary or post-secondary education,Couple without children,1141,50.0,long term,9,8,3,9,2
57,M,No education completed,Other type of household without children,3350,38.0,long term,8,13,4,7,3
69,M,Primary or lower secondary education,Couple without children,3666,50.0,long term,13,6,4,9,3
71,W,Upper secondary or post-secondary education,Couple without children,2538,35.0,long term,11,12,5,9,2
67,M,Tertiary education,Other type of household without children,2978,35.0,long term,9,14,5,9,1
61,W,No education completed,Single adult with children,1044,35.0,long term,4,9,3,10,1
25,W,Primary or lower secondary education,Other type of household with children,1044,35.0,long term,12,4,5,9,1
60,W,Primary or lower secondary education,Couple with children,2626,45.0,long term,7,9,4,8,2
46,M,Upper secondary or post-secondary education,Single adult without children,2916,40.0,long term,9,2,4,9,3
40,W,No education completed,Single adult with children,2082,40.0,long term,6,5,3,8,3
35,W,Tertiary education,Couple with children,1029,36.0,long term,7,10,4,8,2
26,W,Tertiary education,Couple without children,2171,35.0,short term,14,12,3,7,1
34,M,Tertiary education,Single adult without children,3576,35.0,long term,8,2,5,7,2
27,M,Primary or lower secondary education,Other type of household with children,705,30.0,long term,9,3,3,6,4
60,W,Tertiary education,Couple with children,1926,40.0,long term,8,8,3,4,2
42,M,Upper secondary or post-secondary education,Single adult without children,4296,37.0,long term,11,6,4,8,3
55,W,No education completed,Couple without children,919,47.0,long term,10,10,3,8,2
60,W,Upper secondary or post-secondary education,Other type of household without children,2750,39.0,long term,8,8,5,6,3
43,M,No education completed,Couple with children,5790,35.0,long term,9,7,4,10,2
27,W,Tertiary education,Single adult with children,1047,25.0,long term,7,8,3,6,3
72,M,Upper secondary or post-secondary education,Couple with children,3277,12.0,long term,6,2,5,10,1
32,M,Upper secondary or post-secondary education,Other type of household without children,2412,21.0,long term,12,11,4,6,2
47,M,Primary or lower secondary education,Other type of household with children,1077,30.0,long term,7,12,2,10,2
38,M,Tertiary education,Other type of household without children,1012,37.0,long term,14,6,4,10,2
33,W,Tertiary education,Couple without children,1936,35.0,long term,14,14,2,10,2
33,W,Tertiary education,Single adult without children,1254,30.0,long term,9,10,5,7,2
36,M,Tertiary education,Other type of household without children,1356,30.0,long term,7,8,3,6,2
44,M,Tertiary education,Single adult without children,2364,40.0,long term,13,4,4,8,1
39,M,Tertiary education,Single adult with children,1519,25.0,long term,10,12,5,10,2
58,W,No education completed,Other type of household without children,2408,35.0,long term,9,9,3,8,3
60,W,No education completed,Couple with children,3075,35.0,long term,13,10,4,10,1
66,M,Upper secondary or post-secondary education,Single adult with children,2717,28.0,long term,10,7,3,10,3
28,W,Tertiary education,Single adult without children,1374,35.0,long term,12,11,4,10,2
71,W,Tertiary education,Single adult without children,559,35.0,short term,9,4,4,5,2
35,W,Tertiary education,Single adult with children,1815,45.0,long term,12,11,3,8,2
33,W,Upper secondary or post-secondary education,Single adult with children,1461,35.0,long term,10,10,4,8,1
15,M,Upper secondary or post-secondary education,Couple with children,925,44.0,long term,11,7,5,8,1
25,W,Tertiary education,Single adult with children,1042,40.0,long term,15,8,5,9,2
47,W,Upper secondary or post-secondary education,Other type of household with children,1023,40.0,long term,11,6,4,8,3
46,W,Primary or lower secondary education,Couple without children,1379,24.0,long term,5,14,5,8,1
55,W,Tertiary education,Other type of household with children,1107,30.0,long term,9,14,1,7,2
32,M,Upper secondary or post-secondary education,Other type of household with children,3024,40.0,long term,8,8,3,4,2
29,W,Tertiary education,Couple with children,1103,16.0,long term,10,3,4,9,1
64,M,Upper secondary or post-secondary education,Single adult without children,6507,50.0,long term,4,4,3,5,3
56,W,Upper secondary or post-secondary education,Other type of household with children,1991,40.0,long term,13,12,4,8,2
74,M,Upper secondary or post-secondary education,Other type of household with children,1542,40.0,long term,12,12,4,8,2
47,W,Tertiary education,Couple with children,3219,37.0,long term,12,13,4,9,2
25,M,No education completed,Couple without children,1085,28.0,long term,8,9,5,9,2
30,W,Tertiary education,Single adult with children,1271,35.0,long term,12,11,5,10,1
36,M,Upper secondary or post-secondary education,Single adult with children,1189,39.0,long term,12,8,5,10,3
28,M,Upper secondary or post-secondary education,Couple without children,1209,24.0,long term,8,14,5,10,2
66,M,No education completed,Single adult without children,5259,42.0,long term,15,2,5,10,2
41,M,Upper secondary or post-secondary education,Single adult without children,1509,30.0,long term,10,10,5,10,2
57,M,Primary or lower secondary education,Other type of household with children,3477,25.0,long term,11,10,4,8,2
65,W,Tertiary education,Single adult without children,1347,35.0,long term,9,4,4,10,2
41,W,Upper secondary or post-secondary education,Couple without children,890,37.0,long term,4,14,2,10,3
32,W,Upper secondary or post-secondary education,Single adult without children,1858,20.0,long term,6,14,5,8,2
46,W,Tertiary education,Single adult with children,2859,21.0,long term,13,14,5,10,1
43,M,Upper secondary or post-secondary education,Couple with children,1677,50.0,long term,7,5,4,8,3
43,W,Tertiary education,Couple without children,3489,35.0,long term,11,3,3,5,3
38,W,Upper secondary or post-secondary education,Couple without children,1545,35.0,long term,10,11,4,8,2
53,W,Upper secondary or post-secondary education,Couple without children,706,30.0,long term,8,10,4,7,2
46,W,Tertiary education,Couple without children,1068,45.0,long term,9,5,2,8,2
61,W,Primary or lower secondary education,Couple with children,1065,38.0,long term,7,12,4,8,3
68,M,Tertiary education,Single adult without children,5188,28.0,long term,10,12,5,9,2
63,M,Primary or lower secondary education,Other type of household without children,2639,35.0,long term,3,14,3,2,3
41,W,Upper secondary or post-secondary education,Other type of household without children,2072,35.0,short term,14,10,3,9,2
68,W,No education completed,Couple with children,760,24.0,long term,4,7,1,9,3
33,W,Tertiary education,Single adult without children,2061,50.0,long term,12,9,5,8,1
27,M,Primary or lower secondary education,Single adult without children,771,35.0,short term,11,12,5,10,2
56,W,Upper secondary or post-secondary education,Other type of household without children,1851,35.0,long term,9,6,3,6,2
35,W,Upper secondary or post-secondary education,Couple without children,784,35.0,long term,3,14,5,8,3
72,M,Tertiary education,Couple with children,8178,43.0,long term,13,2,5,10,3
65,M,Primary or lower secondary education,Other type of household without children,3999,16.0,long term,12,8,5,10,1
36,M,Upper secondary or post-secondary education,Couple with children,684,3.0,long term,13,8,5,6,2
49,W,Tertiary education,Single adult with children,1129,35.0,long term,6,6,4,10,2
45,W,Tertiary education,Couple without children,1383,40.0,long term,13,4,4,8,2
53,M,Primary or lower secondary education,Other type of household with children,1816,42.0,long term,12,8,4,9,2
18,W,No education completed,Other type of household without children,1961,37.0,short term,12,7,5,8,2
27,W,Upper secondary or post-secondary education,Single adult without children,964,45.0,long term,3,6,2,9,2
30,M,Upper secondary or post-secondary education,Other type of household with children,2745,42.0,long term,6,11,5,8,2
33,M,Tertiary education,Other type of household without children,2754,32.0,long term,11,3,5,8,2
29,M,Upper secondary or post-secondary education,Other type of household with children,2871,39.0,short term,12,10,3,10,2
59,W,Upper secondary or post-secondary education,Other type of household with children,1566,35.0,long term,12,4,5,9,1
44,W,Tertiary education,Couple without children,2165,26.0,long term,9,14,5,8,1
49,M,Upper secondary or post-secondary education,Couple with children,2393,41.0,long term,9,4,4,9,2
40,M,Upper secondary or post-secondary education,Single adult without children,1263,40.0,long term,10,11,5,8,2
49,M,Tertiary education,Single adult with children,1088,50.0,long term,12,14,4,8,2
60,W,Upper secondary or post-secondary education,Couple with children,4849,45.0,long term,10,7,5,10,2
61,M,Tertiary education,Single adult without children,2285,35.0,short term,11,12,4,7,3
51,M,Upper secondary or post-secondary education,Other type of household without children,1564,35.0,long term,10,13,3,9,2
35,M,Primary or lower secondary education,Single adult with children,1285,50.0,long term,5,10,4,7,2
26,M,Upper secondary or post-secondary education,Other type of household without children,811,30.0,long term,9,10,3,5,4
28,M,Upper secondary or post-secondary education,Couple with children,2637,30.0,long term,11,11,4,10,2
30,W,Primary or lower secondary education,Couple without children,918,40.0,long term,11,11,5,10,2
67,W,Upper secondary or post-secondary education,Single adult with children,2409,39.0,long term,15,5,5,9,2
74,M,Upper secondary or post-secondary education,Single adult without children,3083,35.0,long term,4,3,4,10,1
34,W,Upper secondary or post-secondary education,Single adult with children,1843,35.0,short term,7,11,5,10,1
60,W,Tertiary education,Couple with children,6142,12.0,long term,15,14,1,9,2
45,W,No education completed,Other type of household without children,641,35.0,long term,10,6,1,10,2
53,W,Upper secondary or post-secondary education,Single adult without children,2948,37.0,long term,5,7,1,9,2
30,M,Tertiary education,Single adult with children,2987,38.0,long term,10,6,4,9,2
55,M,Tertiary education,Other type of household with children,1932,25.0,long term,7,8,3,6,3
32,M,No education completed,Other type of household without children,3562,25.0,long term,13,3,4,8,2
52,W,Upper secondary or post-secondary education,Couple with children,3312,39.0,long term,9,7,3,9,3
39,M,Upper secondary or post-secondary education,Couple without children,1545,39.0,long term,6,2,5,10,3
48,M,Upper secondary or post-secondary education,Other type of household with children,2995,35.0,long term,7,11,3,8,2
34,M,No education completed,Single adult without children,2970,39.0,long term,7,6,3,6,2
53,M,Upper secondary or post-secondary education,Couple with children,3207,50.0,long term,8,10,4,8,2
44,M,Tertiary education,Other type of household with children,4533,37.0,long term,9,11,3,9,2
32,M,Tertiary education,Single adult with children,2929,18.0,long term,5,12,1,7,4
37,W,Tertiary education,Other type of household with children,2220,40.0,long term,14,11,5,10,2
73,W,Tertiary education,Couple without children,3141,18.0,long term,15,12,5,10,2
42,M,Tertiary education,Couple with children,2000,24.0,long term,5,3,4,5,4
48,W,Upper secondary or post-secondary education,Other type of household with children,1251,55.0,long term,13,11,4,8,4
36,W,Tertiary education,Other type of household with children,1532,24.0,long term,8,14,5,10,2
69,W,Tertiary education,Couple without children,3338,20.0,long term,15,12,1,10,2
36,W,Upper secondary or post-secondary education,Other type of household with children,3097,35.0,long term,11,12,4,7,3
69,W,Primary or lower secondary education,Other type of household with children,1086,40.0,long term,7,14,4,10,2
61,W,No education completed,Other type of household with children,726,35.0,long term,11,4,2,10,2
43,W,Tertiary education,Single adult with children,3289,39.0,long term,10,10,4,8,2
34,W,Upper secondary or post-secondary education,Other type of household without children,1337,35.0,long term,12,11,5,10,1
25,M,Upper secondary or post-secondary education,Other type of household without children,1603,40.0,long term,11,11,4,9,2
33,M,Tertiary education,Couple without children,1596,35.0,long term,9,9,2,10,3
36,W,Tertiary education,Other type of household with children,2712,35.0,long term,7,14,4,10,2
68,W,Upper secondary or post-secondary education,Single adult without children,841,45.0,long term,9,12,3,8,2
53,W,Tertiary education,Single adult without children,918,48.0,long term,14,8,5,10,1
36,W,Tertiary education,Single adult without children,1469,39.0,long term,10,12,3,9,2
37,W,Upper secondary or post-secondary education,Single adult with children,2053,40.0,long term,13,11,5,10,2
28,W,Tertiary education,Couple with children,928,35.0,long term,11,2,3,8,2
32,W,Tertiary education,Other type of household with children,2244,36.0,long term,11,10,2,7,2
43,M,Upper secondary or post-secondary education,Other type of household without children,1944,40.0,long term,12,14,5,10,2
51,W,Tertiary education,Single adult with children,1401,28.0,long term,9,5,2,8,3
33,M,Primary or lower secondary education,Couple with children,1770,39.0,long term,11,5,3,9,1
67,W,Primary or lower secondary education,Couple with children,3162,48.0,long term,10,6,4,6,2
47,M,Primary or lower secondary education,Single adult without children,2566,42.0,short term,11,4,5,8,3
44,M,No education completed,Other type of household without children,1852,39.0,long term,12,10,3,10,2
36,W,Upper secondary or post-secondary education,Other type of household without children,1703,26.0,long term,8,7,3,9,3
66,W,Primary or lower secondary education,Single adult without children,7184,36.0,short term,11,2,5,8,2
47,M,Upper secondary or post-secondary education,Couple with children,2713,39.0,long term,8,7,4,9,3
35,W,Tertiary education,Couple without children,2409,33.0,long term,12,6,4,10,1
28,W,Tertiary education,Couple without children,1604,40.0,long term,12,13,4,8,2
29,W,Primary or lower secondary education,Couple without children,1234,23.0,long term,11,4,5,10,2
45,M,Tertiary education,Couple with children,4036,35.0,long term,13,11,2,9,2
68,M,Primary or lower secondary education,Couple without children,3383,45.0,long term,10,14,4,7,1
34,W,Tertiary education,Single adult without children,2267,28.0,long term,6,12,4,8,2
37,W,Tertiary education,Couple without children,1772,39.0,long term,10,11,5,9,2
26,M,Upper secondary or post-secondary education,Couple with children,2492,40.0,long term,11,13,3,7,2
59,W,Primary or lower secondary education,Couple without children,1122,35.0,long term,7,13,3,10,2
31,M,Upper secondary or post-secondary education,Other type of household without children,944,35.0,short term,15,14,5,10,2
25,W,Tertiary education,Single adult with children,1256,60.0,long term,11,7,4,9,3
26,M,Primary or lower secondary education,Other type of household without children,2658,20.0,long term,8,10,5,7,3
38,W,Tertiary education,Other type of household without children,1550,37.0,long term,9,9,4,8,1
45,W,Tertiary education,Single adult without children,1792,41.0,long term,9,4,4,9,2
60,M,Tertiary education,Single adult without children,875,39.0,long term,13,8,4,8,2
72,W,Primary or lower secondary education,Couple without children,3331,40.0,long term,13,2,2,9,2
32,W,Tertiary education,Other type of household with children,1550,35.0,long term,8,2,5,7,2
35,W,Upper secondary or post-secondary education,Couple without children,2827,28.0,long term,6,12,4,8,2
43,W,Tertiary education,Single adult with children,2285,16.0,long term,12,8,5,10,1
70,M,Tertiary education,Other type of household without children,4932,42.0,long term,9,2,4,10,1
58,W,Tertiary education,Other type of household with children,1071,40.0,long term,9,13,4,8,3
54,W,Tertiary education,Couple without children,1993,21.0,long term,15,14,5,9,1
36,W,Upper secondary or post-secondary education,Other type of household with children,2203,39.0,long term,10,13,4,10,2
58,M,Upper secondary or post-secondary education,Other type of household with children,4162,39.0,long term,5,7,4,6,3
33,W,Tertiary education,Couple without children,1408,40.0,short term,11,12,4,8,2
34,W,Tertiary education,Single adult with children,3124,39.0,short term,7,11,5,10,2
33,M,Upper secondary or post-secondary education,Couple with children,3812,37.0,long term,11,12,5,9,1
45,W,Upper secondary or post-secondary education,Other type of household with children,2446,40.0,short term,10,14,4,9,2
44,M,No education completed,Other type of household without children,1614,30.0,long term,9,7,4,9,2
53,W,Upper secondary or post-secondary education,Single adult without children,2658,35.0,short term,9,12,4,10,2
27,W,Tertiary education,Single adult without children,1414,35.0,long term,12,14,4,8,1
41,M,Upper secondary or post-secondary education,Single adult with children,2154,35.0,long term,8,2,3,7,3
30,M,Upper secondary or post-secondary education,Single adult with children,2041,35.0,long term,9,6,4,10,2
59,W,No education completed,Single adult with children,3599,12.0,long term,6,2,5,10,1
26,W,Primary or lower secondary education,Couple with children,1907,41.0,long term,9,4,4,9,2
33,M,Tertiary education,Other type of household without children,2550,45.0,long term,12,14,5,7,2
48,W,No education completed,Other type of household with children,1912,40.0,long term,3,12,4,10,2
44,W,No education completed,Single adult without children,3433,18.0,short term,15,11,4,9,1
26,M,Upper secondary or post-secondary education,Single adult with children,975,35.0,long term,13,11,2,9,2
40,M,Tertiary education,Other type of household without children,1517,28.0,long term,7,14,5,10,1
40,W,Upper secondary or post-secondary education,Single adult with children,1467,38.0,long term,10,6,4,10,2
33,M,Upper secondary or post-secondary education,Single adult with children,1398,50.0,long term,9,10,4,10,2
50,W,Upper secondary or post-secondary education,Couple without children,3490,45.0,long term,9,12,3,8,2
54,W,Tertiary education,Couple with children,2029,39.0,long term,11,5,3,9,1
42,M,Tertiary education,Other type of household without children,3708,35.0,long term,7,14,2,8,2
27,M,Tertiary education,Single adult with children,2335,40.0,long term,7,2,5,8,3
35,M,No education completed,Single adult without children,2344,37.0,short term,5,7,1,9,2
46,W,Tertiary education,Couple without children,3042,42.0,long term,9,8,4,8,2
29,W,Tertiary education,Other type of household with children,1487,35.0,long term,9,9,1,10,2
53,M,No education completed,Couple with children,2619,24.0,long term,13,14,4,8,1
27,M,Tertiary education,Couple with children,1875,48.0,long term,11,8,4,10,2
48,W,Tertiary education,Single adult with children,1603,17.0,short term,3,2,5,9,2
27,M,Tertiary education,Other type of household without children,736,35.0,long term,8,14,3,7,2
73,M,Tertiary education,Couple with children,2526,39.0,long term,9,8,4,9,2
43,M,Upper secondary or post-secondary education,Other type of household without children,1187,8.0,long term,15,12,5,9,1
36,M,Tertiary education,Other type of household with children,3306,60.0,long term,13,14,4,8,2
51,M,Tertiary education,Single adult without children,3726,40.0,long term,3,2,2,3,3
31,M,Upper secondary or post-secondary education,Other type of household without children,1895,40.0,long term,12,14,5,9,2
31,W,Tertiary education,Other type of household with children,1967,40.0,long term,8,8,3,4,2
35,M,Tertiary education,Other type of household without children,1500,40.0,long term,12,3,5,10,2
19,W,Upper secondary or post-secondary education,Other type of household with children,1595,37.0,long term,6,8,1,9,1
36,W,Tertiary education,Single adult without children,1513,35.0,long term,6,6,2,8,3
67,M,No education completed,Single adult with children,1784,35.0,long term,6,3,5,8,1
55,M,Upper secondary or post-secondary education,Other type of household without children,2187,16.0,long term,10,3,4,9,1
32,W,Tertiary education,Single adult without children,2033,40.0,long term,12,12,4,8,2
42,M,Primary or lower secondary education,Single adult without children,1481,19.0,long term,8,14,3,9,2
44,W,Upper secondary or post-secondary education,Single adult with children,1954,50.0,long term,5,10,4,7,2
30,M,Upper secondary or post-secondary education,Couple without children,3852,35.0,long term,15,14,5,10,1
22,M,Tertiary education,Other type of household with children,2338,23.0,long term,4,8,3,5,3
26,M,Upper secondary or post-secondary education,Other type of household with children,2371,28.0,long term,15,9,5,9,2
33,M,Primary or lower secondary education,Single adult without children,877,35.0,long term,11,12,5,10,2
64,W,Upper secondary or post-secondary education,Couple without children,1419,35.0,long term,12,11,4,8,1
40,W,Tertiary education,Other type of household with children,2565,39.0,long term,12,14,4,8,1
34,W,Tertiary education,Single adult without children,1333,50.0,long term,9,10,4,10,2
49,M,Tertiary education,Other type of household with children,467,55.0,long term,9,7,3,8,2
26,W,Tertiary education,Couple without children,1356,50.0,long term,4,4,3,5,3
36,W,Tertiary education,Couple without children,3403,35.0,long term,3,10,4,9,2
16,M,Upper secondary or post-secondary education,Couple with children,978,30.0,long term,8,5,3,8,2
29,M,Upper secondary or post-secondary education,Other type of household without children,1712,38.0,long term,8,10,4,7,1
34,W,Tertiary education,Single adult with children,672,45.0,long term,9,13,5,10,3
54,M,Upper secondary or post-secondary education,Other type of household with children,3807,45.0,long term,12,14,3,8,2
63,W,Upper secondary or post-secondary education,Other type of household with children,1272,7.0,long term,9,4,2,9,3
56,W,Tertiary education,Single adult with children,2059,45.0,long term,8,3,5,10,3
49,M,Tertiary education,Couple without children,2856,30.0,long term,8,10,4,7,2
28,W,Tertiary education,Single adult with children,725,3.0,long term,13,8,5,6,2
60,W,Primary or lower secondary education,Couple without children,1021,36.0,long term,7,5,4,8,2
46,M,Upper secondary or post-secondary education,Other type of household with children,1550,60.0,long term,11,4,4,10,2
72,W,No education completed,Couple without children,4709,35.0,long term,4,9,3,10,1
35,W,Upper secondary or post-secondary education,Other type of household without children,2663,40.0,short term,12,12,4,8,2
71,M,Tertiary education,Single adult with children,4352,35.0,long term,8,5,5,8,3
41,M,Primary or lower secondary education,Other type of household without children,1409,35.0,long term,3,4,4,7,3
43,M,Upper secondary or post-secondary education,Single adult without children,3069,35.0,long term,8,2,3,7,3
42,W,Upper secondary or post-secondary education,Single adult without children,884,35.0,long term,9,8,4,9,3
36,W,Tertiary education,Other type of household with children,2230,28.0,long term,7,14,5,10,1
38,W,Upper secondary or post-secondary education,Single adult without children,863,39.0,long term,7,10,3,8,2
27,M,Upper secondary or post-secondary education,Other type of household with children,2372,45.0,long term,11,4,4,8,2
48,W,Tertiary education,Single adult without children,880,37.0,long term,12,13,5,10,3
40,M,Upper secondary or post-secondary education,Couple without children,2377,30.0,long term,11,11,4,10,2
69,M,Upper secondary or post-secondary education,Single adult with children,5534,38.0,long term,15,8,5,9,2
25,W,Tertiary education,Couple without children,2124,37.0,long term,4,14,2,10,3
55,M,Tertiary education,Couple without children,2049,35.0,long term,5,12,3,10,2
50,M,Tertiary education,Couple without children,1388,37.0,long term,3,2,3,10,3
39,M,Tertiary education,Couple with children,1418,40.0,long term,7,14,4,10,2
45,W,Tertiary education,Other type of household without children,1261,35.0,long term,11,10,3,8,3
36,W,Upper secondary or post-secondary education,Couple without children,885,45.0,long term,8,5,3,9,1
31,M,Primary or lower secondary education,Single adult with children,1337,35.0,long term,8,2,3,7,3
63,W,Upper secondary or post-secondary education,Other type of household without children,2181,35.0,long term,7,12,5,10,1
32,M,No education completed,Single adult with children,1588,15.0,long term,8,5,4,8,2
28,W,Tertiary education,Other type of household with children,1463,39.0,long term,9,14,2,10,2
37,M,Tertiary education,Other type of household without children,1173,32.0,long term,9,13,3,8,3
66,W,Upper secondary or post-secondary education,Single adult with children,2320,35.0,long term,12,8,4,10,1
70,M,No education completed,Couple without children,1865,35.0,long term,11,12,5,10,2
32,W,Primary or lower secondary education,Single adult with children,1630,12.0,long term,6,2,5,10,1
43,M,Upper secondary or post-secondary education,Other type of household without children,1270,36.0,long term,11,10,5,10,2
45,M,Upper secondary or post-secondary education,Other type of household without children,1542,35.0,short term,13,13,5,7,2
43,M,No education completed,Other type of household with children,4451,40.0,long term,10,10,4,8,2
39,M,Upper secondary or post-secondary education,Single adult without children,1475,35.0,long term,10,4,5,10,1
65,M,No education completed,Couple without children,3632,40.0,long term,11,12,4,8,2
59,W,No education completed,Couple with children,1447,40.0,long term,11,13,4,6,2
35,W,Upper secondary or post-secondary education,Other type of household with children,6682,18.0,long term,11,14,3,9,3
52,M,Upper secondary or post-secondary education,Couple with children,3372,40.0,short term,3,12,5,7,2
29,W,Upper secondary or post-secondary education,Couple without children,1162,35.0,short term,11,10,3,8,3
35,W,Tertiary education,Couple with children,1456,28.0,long term,4,4,4,10,4
69,W,Primary or lower secondary education,Single adult without children,1346,45.0,long term,12,14,5,9,2
64,W,No education completed,Single adult without children,2497,40.0,long term,10,13,4,8,2
44,M,Tertiary education,Couple without children,1286,28.0,long term,10,11,4,7,2
60,M,Upper secondary or post-secondary education,Single adult with children,9453,35.0,long term,11,9,5,10,2
27,W,No education completed,Other type of household without children,1814,28.0,long term,12,12,4,9,2
70,M,Upper secondary or post-secondary education,Couple with children,1240,38.0,long term,7,9,3,8,3
37,W,Tertiary education,Single adult without children,1247,21.0,long term,13,14,5,10,1
64,W,No education completed,Single adult without children,3084,36.0,long term,7,8,4,8,2
40,W,Upper secondary or post-secondary education,Other type of household with children,1752,20.0,long term,3,2,4,10,2
27,W,Tertiary education,Couple without children,1382,30.0,long term,6,14,5,8,1
64,W,Tertiary education,Single adult with children,4828,37.0,long term,7,6,4,9,2
48,M,Tertiary education,Couple with children,1948,21.0,long term,6,2,4,10,2
32,W,Upper secondary or post-secondary education,Couple with children,1802,40.0,long term,12,14,5,10,2
72,W,No education completed,Single adult with children,1295,35.0,long term,7,11,5,10,1
36,M,Tertiary education,Other type of household without children,3376,35.0,long term,10,13,3,8,2
62,W,Upper secondary or post-secondary education,Single adult with children,5803,17.0,long term,10,14,5,9,1
23,M,Upper secondary or post-secondary education,Couple with children,887,35.0,long term,8,2,4,8,2
19,W,Upper secondary or post-secondary education,Couple with children,1652,35.0,long term,4,9,3,10,1
45,W,Tertiary education,Single adult with children,1193,42.0,long term,6,11,5,8,2
30,W,Tertiary education,Couple with children,2217,32.0,long term,11,3,5,8,2
30,M,Tertiary education,Other type of household with children,3130,40.0,long term,10,11,5,8,2
44,M,Tertiary education,Single adult with children,1895,50.0,long term,15,12,5,9,1
52,W,Upper secondary or post-secondary education,Couple without children,1614,48.0,long term,14,8,5,10,1
38,M,Tertiary education,Other type of household with children,1585,40.0,long term,11,9,4,8,2
55,W,Tertiary education,Couple without children,2365,39.0,long term,10,5,3,8,3
25,M,No education completed,Other type of household with children,423,35.0,long term,8,2,5,7,2
27,W,Tertiary education,Single adult with children,1581,12.0,long term,10,14,4,9,2
65,M,Tertiary education,Couple with children,1874,45.0,short term,14,14,2,10,1
34,W,Upper secondary or post-secondary education,Single adult without children,746,40.0,long term,5,3,3,8,2
49,M,Upper secondary or post-secondary education,Other type of household with children,3204,30.0,long term,11,11,4,10,2
29,W,Tertiary education,Other type of household without children,1388,39.0,long term,3,4,3,4,3
73,W,Tertiary education,Single adult with children,4349,39.0,short term,7,10,5,10,2
48,W,No education completed,Couple without children,4100,7.0,long term,9,4,2,9,3
29,M,Tertiary education,Single adult with children,3403,40.0,long term,6,9,4,8,2
67,M,No education completed,Other type of household without children,6883,48.0,long term,9,6,5,10,1
43,M,No education completed,Single adult without children,2047,50.0,long term,4,4,3,5,3
38,M,Tertiary education,Couple with children,1203,40.0,long term,15,14,5,10,1
61,W,Tertiary education,Other type of household with children,1068,39.0,long term,15,5,5,9,2
35,M,No education completed,Single adult with children,1226,15.0,long term,13,7,5,8,2
53,W,Tertiary education,Couple with children,1936,50.0,long term,10,5,5,8,3
63,M,Primary or lower secondary education,Single adult without children,1175,35.0,long term,11,7,5,9,2
35,W,Upper secondary or post-secondary education,Single adult with children,1650,21.0,long term,15,14,5,9,1
44,W,Upper secondary or post-secondary education,Single adult without children,1933,36.0,long term,5,2,3,9,2
50,M,Upper secondary or post-secondary education,Single adult without children,2381,40.0,long term,7,11,3,5,4
26,M,Upper secondary or post-secondary education,Couple without children,3292,35.0,long term,7,6,4,9,2
41,M,Tertiary education,Couple with children,572,45.0,long term,12,8,3,9,2
30,M,Tertiary education,Other type of household with children,2543,38.0,long term,8,10,4,7,1
49,M,Upper secondary or post-secondary education,Couple without children,1040,24.0,long term,9,6,4,9,2
54,M,Upper secondary or post-secondary education,Other type of household with children,1455,48.0,long term,12,11,3,8,2
43,M,Primary or lower secondary education,Couple without children,4037,50.0,long term,12,14,5,9,2
45,W,Upper secondary or post-secondary education,Couple with children,3340,39.0,short term,12,10,5,9,3
50,W,No education completed,Other type of household with children,1297,35.0,long term,9,9,4,6,2
53,M,Upper secondary or post-secondary education,Other type of household with children,1294,38.0,long term,12,11,3,8,2
64,M,Upper secondary or post-secondary education,Other type of household without children,1231,39.0,long term,10,12,3,8,1
60,M,Upper secondary or post-secondary education,Other type of household with children,1671,35.0,long term,13,14,5,10,1
43,W,Tertiary education,Couple without children,4164,38.0,long term,9,12,4,8,2
63,M,Tertiary education,Single adult with children,2388,45.0,long term,8,5,2,7,3
42,M,Primary or lower secondary education,Single adult without children,1313,32.0,long term,10,13,4,7,1
47,W,Primary or lower secondary education,Other type of household without children,1396,35.0,long term,13,2,3,8,1
51,W,No education completed,Other type of household without children,2718,35.0,short term,8,10,4,8,1
46,M,Upper secondary or post-secondary education,Couple without children,3643,37.0,long term,9,9,4,9,2
